(0              , 1              )   (1              , -5             )   (-4             , 5              )   (1              , 5              )   (6              , 0              )   (6              , -6             )   (0              , -10            )   (-10            , -10            )   (-20            , -5             )   (-25            , 5              )   (-20            , 19             )   (-1             , 35             )   (34             , 50             )   (84             , 60             )   (144            , 60             )   (204            , 44             )   (248            , 5              )   (253            , -65            )   (188            , -175           )   (13             , -335           )   (-322           , -556           )   (-878           , -850           )   (-1728          , -1230          )   (-2958          , -1710          )   (-4668          , -2305          )   (-6973          , -3031          )   (-10004         , -3905          )   (-13909         , -4945          )   (-18854         , -6170          )   (-25024         , -7600          )   (-32624         , -9256          )   (-41880         , -11160         )   (-53040         , -13335         )   (-66375         , -15805         )   (-82180         , -18595         )   (-100775        , -21731         )   (-122506        , -25240         )   (-147746        , -29150         )   (-176896        , -33490         )   (-210386        , -38290         )   (-248676        , -43581         )   (-292257        , -49395         )   (-341652        , -55765         )   (-397417        , -62725         )   (-460142        , -70310         )   (-530452        , -78556         )   (-609008        , -87500         )   (-696508        , -97180         )   (-793688        , -107635        )   (-901323        , -118905        )   (-1020228       , -131031        )   

(0              , 1              )   (1              , -6             )   (-5             , 9              )   (4              , 4              )   (8              , -6             )   (2              , -12            )   (-10            , -10            )   (-20            , 0              )   (-20            , 15             )   (-5             , 30             )   (25             , 39             )   (64             , 36             )   (100            , 16             )   (116            , -24            )   (92             , -84            )   (8              , -160           )   (-152           , -243           )   (-395           , -318           )   (-713           , -363           )   (-1076          , -348           )   (-1424          , -234           )   (-1658          , 28             )   (-1630          , 498            )   (-1132          , 1248           )   (116            , 2363           )   (2479           , 3942           )   (6421           , 6099           )   (12520          , 8964           )   (21484          , 12684          )   (34168          , 17424          )   (51592          , 23368          )   (74960          , 30720          )   (105680         , 39705          )   (145385         , 50570          )   (195955         , 63585          )   (259540         , 79044          )   (338584         , 97266          )   (435850         , 118596         )   (554446         , 143406         )   (697852         , 172096         )   (869948         , 205095         )   (1075043        , 242862         )   (1317905        , 285887         )   (1603792        , 334692         )   (1938484        , 389832         )   (2328316        , 451896         )   (2780212        , 521508         )   (3301720        , 599328         )   (3901048        , 686053         )   (4587101        , 782418         )   (5369519        , 889197         )   

(0              , 1              )   (1              , -7             )   (-6             , 14             )   (8              , 0              )   (8              , -14            )   (-6             , -14            )   (-20            , 0              )   (-20            , 20             )   (0              , 35             )   (35             , 35             )   (70             , 14             )   (84             , -28            )   (56             , -84            )   (-28            , -140           )   (-168           , -176           )   (-344           , -168           )   (-512           , -91            )   (-603           , 77             )   (-526           , 350            )   (-176           , 728            )   (552            , 1190           )   (1742           , 1686           )   (3428           , 2128           )   (5556           , 2380           )   (7936           , 2247           )   (10183          , 1463           )   (11646          , -322           )   (11324          , -3556          )   (7768           , -8800          )   (-1032          , -16744         )   (-17776         , -28224         )   (-46000         , -44240         )   (-90240         , -65975         )   (-156215        , -94815         )   (-251030        , -132370        )   (-383400        , -180496        )   (-563896        , -241318        )   (-805214        , -317254        )   (-1122468       , -411040        )   (-1533508       , -525756        )   (-2059264       , -664853        )   (-2724117       , -832181        )   (-3556298       , -1032018       )   (-4588316       , -1269100       )   (-5857416       , -1548652       )   (-7406068       , -1876420       )   (-9282488       , -2258704       )   (-11541192      , -2702392       )   (-14243584      , -3214995       )   (-17458579      , -3804683       )   (-21263262      , -4480322       )   

(0              , 1              )   (1              , -8             )   (-7             , 20             )   (13             , -8             )   (5              , -22            )   (-17            , -8             )   (-25            , 20             )   (-5             , 40             )   (35             , 35             )   (70             , 0              )   (70             , -56            )   (14             , -112           )   (-98            , -140           )   (-238           , -112           )   (-350           , -8             )   (-358           , 176            )   (-182           , 421            )   (239            , 680            )   (919            , 876            )   (1795           , 904            )   (2699           , 638            )   (3337           , -56            )   (3281           , -1300          )   (1981           , -3176          )   (-1195          , -5689          )   (-6884          , -8720          )   (-15604         , -11968         )   (-27572         , -14880         )   (-42452         , -16568         )   (-59020         , -15712         )   (-74732         , -10448         )   (-85180         , 1760           )   (-83420         , 24265          )   (-59155         , 61400          )   (2245           , 118660         )   (120905         , 202904         )   (323809         , 322578         )   (646387         , 487960         )   (1134347        , 711428         )   (1845775        , 1007752        )   (2853527        , 1394411        )   (4247938        , 1891936        )   (6139874        , 2524280        )   (8664154        , 3319216        )   (11983370       , 4308764        )   (16292134       , 5529648        )   (21821782       , 7023784        )   (28845566       , 8838800        )   (37684366       , 11028589       )   (48712955       , 13653896       )   (62366851       , 16782940       )   

(0              , 1              )   (1              , -9             )   (-8             , 27             )   (19             , -21            )   (-2             , -27            )   (-29            , 9              )   (-20            , 45             )   (25             , 45             )   (70             , 0              )   (70             , -70            )   (0              , -126           )   (-126           , -126           )   (-252           , -42            )   (-294           , 126            )   (-168           , 342            )   (174            , 534            )   (708            , 603            )   (1311           , 441            )   (1752           , -43            )   (1709           , -891           )   (818            , -2061          )   (-1243          , -3393          )   (-4636          , -4581          )   (-9217          , -5157          )   (-14374         , -4494          )   (-18868         , -1836          )   (-20704         , 3636           )   (-17068         , 12692          )   (-4376          , 25884          )   (21508          , 43308          )   (64816          , 64284          )   (129100         , 86940          )   (216040         , 107685         )   (323725         , 120555         )   (444280         , 116415         )   (560695         , 81999          )   (642694         , -1231          )   (641463         , -158427        )   (483036         , -422919        )   (60117          , -838023        )   (-777906        , -1459116       )   (-2237022       , -2356002       )   (-4593024       , -3615594       )   (-8208618       , -5344938       )   (-13553556      , -7674606       )   (-21228162      , -10762486      )   (-31990648      , -14797998      )   (-46788646      , -20006766      )   (-66795412      , -26655777      )   (-93451189      , -35059059      )   (-128510248     , -45583911      )   

(0              , 1              )   (1              , -10            )   (-9             , 35             )   (26             , -40            )   (-14            , -25            )   (-39            , 38             )   (-1             , 65             )   (64             , 20             )   (84             , -70            )   (14             , -140           )   (-126           , -126           )   (-252           , 0              )   (-252           , 210            )   (-42            , 420            )   (378            , 510            )   (888            , 360            )   (1248           , -105           )   (1143           , -870           )   (273            , -1795          )   (-1522          , -2600          )   (-4122          , -2879          )   (-7001          , -2150          )   (-9151          , 55             )   (-9096          , 4060           )   (-5036          , 9880           )   (4844           , 17032          )   (21876          , 24340          )   (46216          , 29760          )   (75976          , 30260          )   (106236         , 21800          )   (128036         , -532           )   (127504         , -42160         )   (85344          , -108355        )   (-23011         , -203170        )   (-226181        , -327865        )   (-554046        , -478696        )   (-1032742       , -643925        )   (-1676667       , -799890        )   (-2476557       , -905955        )   (-3382512       , -898140        )   (-4280652       , -681210        )   (-4961862       , -118980        )   (-5080842       , 977430         )   (-4103412       , 2863680        )   (-1239732       , 5878950        )   (4639218        , 10465676       )   (15104894       , 17192650       )   (32297544       , 26781880       )   (59079424       , 40139635       )   (99219059       , 58392130       )   (157611189      , 82926337       )   

(0              , 1              )   (1              , -11            )   (-10            , 44             )   (34             , -66            )   (-32            , -11            )   (-43            , 77             )   (34             , 66             )   (100            , -44            )   (56             , -154           )   (-98            , -154           )   (-252           , 0              )   (-252           , 252            )   (0              , 462            )   (462            , 462            )   (924            , 132            )   (1056           , -528           )   (528            , -1353          )   (-825           , -2013          )   (-2838          , -2068          )   (-4906          , -1078          )   (-5984          , 1243           )   (-4741          , 4851           )   (110            , 9206           )   (9316           , 13156          )   (22472          , 14916          )   (37388          , 12188          )   (49576          , 2464           )   (52040          , -16456         )   (35584          , -45716         )   (-10132         , -84436         )   (-94568         , -128568        )   (-223136        , -169664        )   (-392800        , -193699        )   (-586499        , -180159        )   (-766658        , -101684        )   (-868342        , 75350          )   (-792992        , 388817         )   (-404175        , 876777         )   (472602         , 1570602        )   (2043204        , 2484372        )   (4527576        , 3599442        )   (8127018        , 4842882        )   (12969900       , 6058272        )   (19028172       , 6967092        )   (25995264       , 7118682        )   (33113946       , 5826458        )   (38940404       , 2087756        )   (41028160       , -5515664       )   (35512496       , -18939789      )   (16572707       , -40826929      )   (-24254222      , -74684852      )   

(0              , 1              )   (1              , -12            )   (-11            , 54             )   (43             , -100           )   (-57            , 21             )   (-36            , 120            )   (84             , 32             )   (116            , -144           )   (-28            , -210           )   (-238           , -56            )   (-294           , 252            )   (-42            , 504            )   (462            , 462            )   (924            , 0              )   (924            , -792           )   (132            , -1584          )   (-1452          , -1881          )   (-3333          , -1188          )   (-4521          , 770            )   (-3751          , 3828           )   (77             , 7227           )   (7304           , 9592           )   (16896          , 9096           )   (25992          , 3840           )   (29832          , -7556          )   (22276          , -25200         )   (-2924          , -47112         )   (-50036         , -68496         )   (-118532        , -81300         )   (-199832        , -74304         )   (-274136        , -34000         )   (-308136        , 53472          )   (-254664        , 199101         )   (-55563         , 406340         )   (350777         , 664974         )   (1015751        , 943692         )   (1959443        , 1181809        )   (3141252        , 1280952        )   (4422204        , 1098000        )   (5520204        , 441168         )   (5961372        , -928134        )   (5033238        , -3284136       )   (1749102        , -6911628       )   (-5162526       , -12061080      )   (-17223606      , -18876582      )   (-36100188      , -27287488      )   (-63387676      , -36852648      )   (-100240324     , -46543824      )   (-146784148     , -54452285      )   (-201236433     , -57399636      )   (-258636069     , -50430630      )   

(0              , 1              )   (1              , -13            )   (-12            , 65             )   (53             , -143           )   (-90            , 78             )   (-12            , 156            )   (144            , -52            )   (92             , -260           )   (-168           , -182           )   (-350           , 182            )   (-168           , 546            )   (378            , 546            )   (924            , 0              )   (924            , -924           )   (0              , -1716          )   (-1716          , -1716          )   (-3432          , -429           )   (-3861          , 2145           )   (-1716          , 5291           )   (3575           , 7579           )   (11154          , 7150           )   (18304          , 2288           )   (20592          , -7800          )   (12792          , -22152         )   (-9360          , -37388         )   (-46748         , -47476         )   (-94224         , -44188         )   (-138412        , -18460         )   (-156872        , 37232          )   (-119640        , 125528         )   (5888           , 240136         )   (246024         , 361608         )   (607632         , 453765         )   (1061397        , 461903         )   (1523300        , 314197         )   (1837497        , -72059         )   (1765438        , -777634        )   (987804         , -1860300       )   (-872496        , -3324204       )   (-4196700       , -5079036       )   (-9275736       , -6889506       )   (-16165242      , -8317374       )   (-24482616      , -8660730       )   (-33143346      , -6898554       )   (-40041900      , -1652976       )   (-41694876      , 8812700        )   (-32882176      , 26535028       )   (-6347148       , 53696500       )   (47349352       , 92331863       )   (139681215      , 143836797      )   (283518012      , 208205439      )   

(0              , 1              )   (1              , -14            )   (-13            , 77             )   (64             , -196           )   (-132           , 168            )   (36             , 168            )   (204            , -196           )   (8              , -352           )   (-344           , -14            )   (-358           , 532            )   (174            , 714            )   (888            , 168            )   (1056           , -924           )   (132            , -1848          )   (-1716          , -1716          )   (-3432          , 0              )   (-3432          , 3003           )   (-429           , 6006           )   (5577           , 7007           )   (12584          , 4004           )   (16588          , -4004          )   (12584          , -16016         )   (-3432          , -28392         )   (-31824         , -34944         )   (-66768         , -28028         )   (-94796         , -728           )   (-95524         , 50036          )   (-45488         , 119952         )   (74464          , 194104         )   (268568         , 245168         )   (513736         , 234248         )   (747984         , 115584         )   (863568         , -153867        )   (709701         , -599494        )   (110207         , -1209103       )   (-1098896       , -1909556       )   (-3008452       , -2543072       )   (-5551524       , -2848104       )   (-8399628       , -2451708       )   (-10851336      , -882336        )   (-11733672      , 2386230        )   (-9347442       , 7847868        )   (-1499574       , 15821886       )   (14322312       , 26244792       )   (40567104       , 38388924       )   (78956028       , 50507576       )   (129463604      , 59417204       )   (188880808      , 60043648       )   (248924456      , 44982511       )   (293906967      , 4155582        )   (298062549      , -75312573      )   

(0              , 1              )   (1              , -15            )   (-14            , 90             )   (76             , -260           )   (-184           , 300            )   (116            , 132            )   (248            , -400           )   (-152           , -360           )   (-512           , 330            )   (-182           , 890            )   (708            , 540            )   (1248           , -720           )   (528            , -1980          )   (-1452          , -1980          )   (-3432          , 0              )   (-3432          , 3432           )   (0              , 6435           )   (6435           , 6435           )   (12870          , 1430           )   (14300          , -8580          )   (5720           , -20592         )   (-14872         , -28600         )   (-43472         , -24960         )   (-68432         , -3120          )   (-71552         , 38740          )   (-32812         , 94068          )   (61256          , 145560         )   (206816         , 165440         )   (372256         , 119640         )   (491896         , -23400         )   (468496         , -279488        )   (189008         , -632400        )   (-443392        , -1017435       )   (-1460827       , -1309195       )   (-2770022       , -1319310       )   (-4089332       , -810660        )   (-4899992       , 465380         )   (-4434612       , 2703420        )   (-1731192       , 5947920        )   (4216728        , 9969000        )   (14185728       , 14119902       )   (28305630       , 17195310       )   (45500940       , 17321460       )   (62822400       , 11922480       )   (74744880       , -2178180       )   (72566700       , -28448452      )   (44118248       , -70046400      )   (-25928152      , -128837160     )   (-154765312     , -203941945     )   (-358707257     , -289751385     )   (-648458642     , -373375122     )   

(0              , 1              )   (1              , -16            )   (-15            , 104            )   (89             , -336           )   (-247           , 484            )   (237            , 16             )   (253            , -648           )   (-395           , -208           )   (-603           , 842            )   (239            , 1072           )   (1311           , -168           )   (1143           , -1968          )   (-825           , -2508          )   (-3333          , -528           )   (-3861          , 3432           )   (-429           , 6864           )   (6435           , 6435           )   (12870          , 0              )   (12870          , -11440         )   (1430           , -22880         )   (-21450         , -26312         )   (-47762         , -13728         )   (-61490         , 18512          )   (-42978         , 65312          )   (22334          , 110292         )   (132626         , 126880         )   (259506         , 84304          )   (343810         , -41376         )   (302434         , -252616        )   (49818          , -515296        )   (-465478        , -747984        )   (-1213462       , -821408        )   (-2034870       , -574043        )   (-2608913       , 151632         )   (-2457281       , 1450712        )   (-1006569       , 3278672        )   (2272103        , 5365372        )   (7637475        , 7138032        )   (14775507       , 7679112        )   (22454619       , 5752272        )   (28206891       , -65826         )   (28141065       , -11110320      )   (17030745       , -28179480      )   (-11148735      , -50899920      )   (-62048655      , -76923060      )   (-138971715     , -101015152     )   (-239986867     , -114164648     )   (-354151515     , -102909008     )   (-457060523     , -49176633      )   (-506237156     , 68955872       )   (-437281284     , 275083520      )   

(0              , 1              )   (1              , -17            )   (-16            , 119            )   (103            , -425           )   (-322           , 731            )   (409            , -221           )   (188            , -901           )   (-713           , 187            )   (-526           , 1445           )   (919            , 833            )   (1752           , -1479          )   (273            , -3111          )   (-2838          , -1683          )   (-4521          , 2805           )   (-1716          , 7293           )   (5577           , 7293           )   (12870          , 0              )   (12870          , -12870         )   (0              , -24310         )   (-24310         , -24310         )   (-48620         , -4862          )   (-53482         , 34034          )   (-19448         , 80002          )   (60554          , 108290         )   (168844         , 87958          )   (256802         , -5746          )   (251056         , -175202        )   (75854          , -385186        )   (-309332        , -555050        )   (-864382        , -565114        )   (-1429496       , -282506        )   (-1712002       , 392054         )   (-1319948       , 1460827        )   (140879         , 2760545        )   (2901424        , 3907993        )   (6809417        , 4285241        )   (11094658       , 3093269        )   (14187927       , -499443        )   (13688484       , -7096395       )   (6592089        , -16702347      )   (-10110258      , -28272717      )   (-38382975      , -39251385      )   (-77634360      , -45210225      )   (-122844585     , -39751185      )   (-162595770     , -14874405      )   (-177470175     , 37956563       )   (-139513612     , 125822219      )   (-13691393      , 251242507      )   (237551114      , 407883890      )   (645435004      , 575193028      )   (1220628032     , 712364804      )   

(0              , 1              )   (1              , -18            )   (-17            , 135            )   (118            , -528           )   (-410           , 1053           )   (643            , -630           )   (13             , -1089          )   (-1076          , 900            )   (-176           , 1971           )   (1795           , -86            )   (1709           , -3231          )   (-1522          , -3384          )   (-4906          , 1155           )   (-3751          , 7326           )   (3575           , 9009           )   (12584          , 1716           )   (14300          , -12870         )   (1430           , -25740         )   (-24310         , -24310         )   (-48620         , 0              )   (-48620         , 43758          )   (-4862          , 87516          )   (82654          , 99450          )   (182104         , 47736          )   (229840         , -80886         )   (148954         , -262548        )   (-113594        , -426258        )   (-539852        , -461040        )   (-1000892       , -245718        )   (-1246610       , 299268         )   (-947342        , 1146990        )   (199648         , 2104056        )   (2303704        , 2780775        )   (5084479        , 2619666        )   (7704145        , 1006569        )   (8710714        , -2524176       )   (6186538        , -8001389       )   (-1814851       , -14687370      )   (-16502221      , -20784879      )   (-37287100      , -23294436      )   (-60581536      , -18162459      )   (-78743995      , -868410        )   (-79612405      , 32424135       )   (-47188270      , 83093400       )   (35905130       , 147721365      )   (183626495      , 215426738      )   (399053233      , 265335831      )   (664389064      , 264933900      )   (929322964      , 170332776      )   (1099655740     , -70241976      )   (1029413764     , -508263228     )   

(0              , 1              )   (1              , -19            )   (-18            , 152            )   (134            , -646           )   (-512           , 1463           )   (951            , -1273          )   (-322           , -1102          )   (-1424          , 1976           )   (552            , 2147           )   (2699           , -1881          )   (818            , -4940          )   (-4122          , -1862          )   (-5984          , 6061           )   (77             , 11077          )   (11154          , 5434           )   (16588          , -10868         )   (5720           , -27170         )   (-21450         , -27170         )   (-48620         , 0              )   (-48620         , 48620          )   (0              , 92378          )   (92378          , 92378          )   (184756         , 16796          )   (201552         , -134368        )   (67184          , -310726        )   (-243542        , -411502        )   (-655044        , -312664        )   (-967708        , 78812          )   (-888896        , 755174         )   (-133722        , 1545878        )   (1412156        , 2094332        )   (3506488        , 1904408        )   (5410896        , 477071         )   (5887967        , -2464813       )   (3423154        , -6697576       )   (-3274422       , -11234890      )   (-14509312      , -14187927      )   (-28697239      , -12872519      )   (-41569758      , -4282658       )   (-45852416      , 13992664       )   (-31859752      , 42419077       )   (10559325       , 77875585       )   (88434910       , 112036540      )   (200471450      , 130281670      )   (330753120      , 111816235      )   (442569355      , 31800243       )   (474369598      , -133717402     )   (340652196      , -399455164     )   (-58802968      , -758990188     )   (-817793156     , -1169897716    )   (-1987690872    , -1537676992    )   

(0              , 1              )   (1              , -20            )   (-19            , 170            )   (151            , -780           )   (-629           , 1975           )   (1346           , -2224          )   (-878           , -780           )   (-1658          , 3400           )   (1742           , 1595           )   (3337           , -4580          )   (-1243          , -5758          )   (-7001          , 2260           )   (-4741          , 12045          )   (7304           , 11000          )   (18304          , -5720          )   (12584          , -27456         )   (-14872         , -32890         )   (-47762         , -5720          )   (-53482         , 48620          )   (-4862          , 97240          )   (92378          , 92378          )   (184756         , 0              )   (184756         , -167960        )   (16796          , -335920        )   (-319124        , -377910        )   (-697034        , -167960        )   (-864994        , 342380         )   (-522614        , 1046520        )   (523906         , 1644070        )   (2167976        , 1679600        )   (3847576        , 682176         )   (4529752        , -1602080       )   (2927672        , -4933825       )   (-2006153       , -8352780       )   (-10358933      , -10120730      )   (-20479663      , -7960468       )   (-28440131      , 321385         )   (-28118746      , 15824720       )   (-12294026      , 37287100       )   (24993074       , 59845080       )   (84838154       , 74278829       )   (159116983      , 67316260       )   (226433243      , 23601630       )   (250034873      , -70189780      )   (179845093      , -218936885     )   (-39091792      , -410769112     )   (-449860904     , -608087000     )   (-1057947904    , -740107360     )   (-1798055264    , -700187220     )   (-2498242484    , -352104560     )   (-2850347044    , 450013880      )   

(0              , 1              )   (1              , -21            )   (-20            , 189            )   (169            , -931           )   (-762           , 2604           )   (1842           , -3570          )   (-1728          , 98             )   (-1630          , 5058           )   (3428           , -147           )   (3281           , -7917          )   (-4636          , -4515          )   (-9151          , 9261           )   (110            , 16786          )   (16896          , 3696           )   (20592          , -24024         )   (-3432          , -40040         )   (-43472         , -18018         )   (-61490         , 42042          )   (-19448         , 102102         )   (82654          , 102102         )   (184756         , 0              )   (184756         , -184756        )   (0              , -352716        )   (-352716        , -352716        )   (-705432        , -58786         )   (-764218        , 529074         )   (-235144        , 1207374        )   (972230         , 1569134        )   (2541364        , 1120164        )   (3661528        , -488376        )   (3173152        , -3165400       )   (7752           , -6131832       )   (-6124080       , -7861497       )   (-13985577      , -6346627       )   (-20332204      , 238203         )   (-20094001      , 12519195       )   (-7574806       , 28761516       )   (21186710       , 43943466       )   (65130176       , 49581126       )   (114711302      , 34852006       )   (149563308      , -10559325      )   (139003983      , -91800723      )   (47203260       , -202831613     )   (-155628353     , -320224653     )   (-475853006     , -398781978     )   (-874634984     , -371677320     )   (-1246312304    , -158226096     )   (-1404538400    , 317840544      )   (-1086697856    , 1097868044     )   (11170188       , 2146137924     )   (2157308112     , 3300360924     )   

(0              , 1              )   (1              , -22            )   (-21            , 209            )   (188            , -1100          )   (-912           , 3366           )   (2454           , -5412          )   (-2958          , 1826           )   (-1132          , 6688           )   (5556           , -3575          )   (1981           , -11198         )   (-9217          , 121            )   (-9096          , 18412          )   (9316           , 16676          )   (25992          , -13200         )   (12792          , -44616         )   (-31824         , -36608         )   (-68432         , 25454          )   (-42978         , 103532         )   (60554          , 121550         )   (182104         , 19448          )   (201552         , -184756        )   (16796          , -369512        )   (-352716        , -352716        )   (-705432        , 0              )   (-705432        , 646646         )   (-58786         , 1293292        )   (1234506        , 1442518        )   (2677024        , 596904         )   (3273928        , -1421200       )   (1852728        , -4149904       )   (-2297176       , -6338552       )   (-8635728       , -6139584       )   (-14775312      , -1737417       )   (-16512729      , 7638950        )   (-8873779       , 20570407       )   (11696628       , 32613196       )   (44309824       , 36336322       )   (80646146       , 22756756       )   (103402902      , -15549050      )   (87853852       , -79859296      )   (7994556        , -160122633     )   (-152128077     , -230804706     )   (-382932783     , -250034873     )   (-632967656     , -164596300     )   (-797563956     , 77071028       )   (-720492928     , 502957664      )   (-217535264     , 1088086208     )   (870550944      , 1722378944     )   (2592929888     , 2184565900     )   (4777495788     , 2134967736     )   (6912463524     , 1143052812     )   

(0              , 1              )   (1              , -23            )   (-22            , 230            )   (208            , -1288          )   (-1080          , 4278           )   (3198           , -7866          )   (-4668          , 4784           )   (116            , 7820           )   (7936           , -9131          )   (-1195          , -13179         )   (-14374         , 9338           )   (-5036          , 27508          )   (22472          , 7360           )   (29832          , -39192         )   (-9360          , -57408         )   (-66768         , -4784          )   (-71552         , 93886          )   (22334          , 146510         )   (168844         , 60996          )   (229840         , -162656        )   (67184          , -386308        )   (-319124        , -386308        )   (-705432        , 0              )   (-705432        , 705432         )   (0              , 1352078        )   (1352078        , 1352078        )   (2704156        , 208012         )   (2912168        , -2080120       )   (832048         , -4695128       )   (-3863080       , -6002632       )   (-9865712       , -4041376       )   (-13907088      , 2496144        )   (-11410944      , 13037895       )   (1626951        , 24151679       )   (25778630       , 29444186       )   (55222816       , 20916568       )   (76139384       , -7973502       )   (68165882       , -57889390      )   (10276492       , -118951952     )   (-108675460     , -167713148     )   (-276388608     , -168117189     )   (-444505797     , -78676629      )   (-523182426     , 132897910      )   (-390284516     , 468371356      )   (78086840       , 874634984      )   (952721824      , 1223450592     )   (2176172416     , 1305621472     )   (3481793888     , 851828000      )   (4333621888     , -408363988     )   (3925257900     , -2642528052    )   (1282729848     , -5769410712    )   

